id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	0	0	0	105	105	0	105	0	0
4	0	5	124	132	8	0	127	119	119
26	0	130	141	162	21	0	32	11	11
31	0	140	207	241	34	0	101	67	67
48	0	240	241	270	29	0	30	1	1
71	0	312	321	349	28	0	37	9	9
83	0	376	382	393	11	0	17	6	6
79	0	366	410	435	25	0	69	44	44
23	0	109	603	644	41	0	535	494	494
99	0	433	567	650	42	9	217	166	143
21	0	92	691	736	45	0	644	599	599
65	0	299	736	782	46	0	483	437	437
47	0	235	782	829	47	0	594	547	547
81	0	372	650	876	88	73	504	343	351
12	0	51	105	926	56	1	875	818	55
67	0	303	926	977	51	0	674	623	623
15	0	66	132	1029	61	20	963	882	86
70	0	310	1029	1083	54	0	773	719	719
57	0	278	533	1137	88	3	859	768	258
8	0	38	1137	1278	86	3	1240	1151	1102
16	0	67	111	1435	122	53	1368	1193	97
18	0	83	177	1549	88	9	1466	1369	103
69	0	308	1435	1567	74	9	1259	1176	1136
55	0	268	1743	1815	67	1	1547	1479	1476
66	0	301	1815	1877	62	0	1576	1514	1514
96	0	421	1877	1941	64	0	1520	1456	1456
33	0	145	2075	2144	69	0	1999	1930	1930
53	0	265	2291	2369	78	0	2104	2026	2026
22	0	100	2216	2378	84	4	2278	2190	2120
74	0	350	2378	2456	78	0	2106	2028	2028
17	0	79	2456	2535	79	0	2456	2377	2377
60	0	287	2617	2701	84	0	2414	2330	2330
98	0	432	2535	2907	198	13	2475	2264	2116
45	0	231	2907	3098	96	10	2867	2761	2686
7	0	31	3098	3193	95	0	3162	3067	3067
5	0	6	3000	3218	120	10	3212	3082	3004
2	0	2	3315	3414	99	0	3412	3313	3313
92	0	409	3218	3503	186	45	3094	2863	2854
90	0	405	3503	3602	99	0	3197	3098	3098
76	0	353	3602	3839	132	15	3486	3339	3264
44	0	228	3839	4079	129	23	3851	3699	3634
24	0	120	4411	4528	117	0	4408	4291	4291
3	0	4	4157	4556	158	48	4552	4346	4201
94	0	417	4556	5007	247	78	4590	4265	4217
95	0	419	5243	5375	132	0	4956	4824	4824
89	0	403	5093	5378	131	27	4975	4817	4717
51	0	257	2772	5511	223	12	5254	5019	2527
97	0	425	443	5937	176	4	5512	5332	22
68	0	306	1192	5945	203	8	5639	5428	894
27	0	131	5945	6295	198	13	6164	5953	5827
42	0	199	6448	6601	153	0	6402	6249	6249
35	0	164	2007	6754	221	17	6590	6352	1860
43	0	206	6911	7077	166	0	6871	6705	6705
72	0	328	2144	7237	701	107	6909	6101	1923
38	0	183	7237	7406	169	0	7223	7054	7054
82	0	375	1941	7575	235	2	7200	6963	1568
20	0	87	7745	8506	405	19	8419	7995	7677
30	0	139	8613	9099	296	31	8960	8633	8505
37	0	171	8793	9277	368	8	9106	8730	8630
77	0	356	9277	9467	190	0	9111	8921	8921
49	0	247	9663	9860	197	0	9613	9416	9416
86	0	385	3947	10080	511	55	9695	9129	3617
75	0	352	393	10286	223	28	9934	9683	69
78	0	361	7575	10791	459	12	10430	9959	7226
91	0	406	6096	11320	529	35	10914	10350	5725
56	0	273	10495	11417	465	9	11144	10670	10231
52	0	261	11640	11870	230	0	11609	11379	11379
34	0	151	11870	12119	249	0	11968	11719	11719
63	0	292	3704	12631	365	7	12339	11967	3419
87	0	397	12631	12893	262	0	12496	12234	12234
58	0	281	5511	13495	469	50	13214	12695	5280
14	0	59	270	14465	564	21	14406	13821	232
25	0	125	13617	14574	525	19	14449	13905	13511
61	0	288	305	14854	296	9	14566	14261	26
84	0	377	500	15135	314	6	14758	14438	129
50	0	250	13158	15432	845	31	15182	14306	12939
40	0	195	15432	15734	302	0	15539	15237	15237
59	0	283	1684	16036	366	38	15753	15349	1439
28	0	136	6295	16644	457	4	16508	16047	6163
93	0	415	435	17411	773	35	16996	16188	55
73	0	344	349	17554	482	76	17210	16652	81
54	0	266	1334	18174	369	3	17908	17536	1071
88	0	402	8267	18878	648	25	18476	17803	7890
36	0	169	18489	18906	369	13	18737	18355	18333
39	0	193	1625	19250	403	14	19057	18640	1446
32	0	142	19250	19601	351	0	19459	19108	19108
19	0	84	19601	19983	382	0	19899	19517	19517
80	0	370	471	20371	417	37	20001	19547	138
9	0	44	117	21192	425	5	21148	20718	78
85	0	383	17554	22143	742	6	21760	21012	17177
13	0	54	22143	22581	438	0	22527	22089	22089
29	0	137	11417	23591	739	15	23454	22700	11295
10	0	45	21278	24139	978	19	24094	23097	21252
46	0	233	24139	25355	646	48	25122	24428	23954
6	0	17	7921	25574	1185	68	25557	24304	7972
64	0	297	22581	26740	1084	18	26443	25341	22302
41	0	196	25574	27561	784	11	27365	26570	25389
11	0	50	26818	27639	691	24	27589	26874	26792
100	0	436	1567	28276	1184	84	27840	26572	1215
62	0	289	28276	29171	894	1	28882	27987	27988
0	0	0	0	29171	1	0	29171	29170	0
