id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	0	8	85	258	173	0	250	77	77
4	0	10	258	290	32	0	280	248	248
1	0	0	0	414	73	39	414	302	39
9	0	65	576	620	44	0	555	511	511
10	0	78	620	633	13	0	555	542	542
11	0	82	633	671	38	0	589	551	551
14	0	94	754	800	46	0	706	660	660
15	0	101	800	805	5	0	704	699	699
19	0	125	1002	1059	57	0	934	877	877
2	0	3	3	1123	102	60	1120	958	60
33	0	200	1919	1969	50	0	1769	1719	1719
35	0	230	1990	2021	31	0	1791	1760	1760
36	0	232	2021	2062	41	0	1830	1789	1789
39	0	248	2184	2213	29	0	1965	1936	1936
42	0	263	2242	2265	23	0	2002	1979	1979
46	0	282	2353	2500	147	0	2218	2071	2071
49	0	290	2525	2594	69	0	2304	2235	2235
56	0	318	2891	2937	46	0	2619	2573	2573
58	0	331	3041	3050	9	0	2719	2710	2710
5	0	11	290	3063	14	33	3052	3005	312
60	0	340	3063	3064	1	0	2724	2723	2723
61	0	342	3064	3105	41	0	2763	2722	2722
64	0	360	3184	3185	1	0	2825	2824	2824
67	0	378	3226	3311	85	0	2933	2848	2848
70	0	399	3453	3456	3	0	3057	3054	3054
71	0	400	3456	3507	51	0	3107	3056	3056
73	0	405	3517	3678	161	0	3273	3112	3112
80	0	437	3927	3929	2	0	3492	3490	3490
82	0	439	4035	4044	9	0	3605	3596	3596
83	0	449	4044	4096	52	0	3647	3595	3595
84	0	459	4096	4121	25	0	3662	3637	3637
86	0	468	4138	4284	146	0	3816	3670	3670
88	0	483	4310	4396	86	0	3913	3827	3827
92	0	509	4500	4523	23	0	4014	3991	3991
93	0	513	4523	4589	66	0	4076	4010	4010
99	0	550	4931	4998	67	0	4448	4381	4381
8	0	60	414	5052	205	26	4992	4761	380
13	0	90	737	5097	46	109	5007	4852	756
17	0	115	912	5205	25	32	5090	5033	829
21	0	148	1123	5453	120	13	5305	5172	988
23	0	156	1225	5498	108	8	5342	5226	1077
22	0	153	1198	5544	73	105	5391	5213	1150
25	0	161	1323	5639	200	39	5478	5239	1201
26	0	170	1464	5709	134	59	5539	5346	1353
27	0	186	1528	5740	113	36	5554	5405	1378
29	0	191	1626	5766	34	18	5575	5523	1453
30	0	193	1634	5897	273	76	5704	5355	1517
31	0	198	1811	6034	210	4	5836	5622	1617
32	0	199	1884	6057	58	25	5858	5775	1710
34	0	203	1969	6113	77	9	5910	5824	1775
38	0	243	2142	6133	62	7	5890	5821	1906
40	0	252	2213	6180	57	7	5928	5864	1968
41	0	254	2223	6209	48	4	5955	5903	1973
43	0	267	2265	6238	56	61	5971	5854	2059
47	0	283	2500	6257	30	7	5974	5937	2224
48	0	285	2524	6262	6	22	5977	5949	2261
51	0	292	2624	6352	24	17	6060	6019	2349
53	0	302	2813	6422	83	28	6120	6009	2539
55	0	316	2880	6430	19	75	6114	6020	2639
59	0	334	3050	6495	22	81	6161	6058	2797
6	0	31	302	6503	46	133	6472	6293	404
63	0	359	3121	6612	154	9	6253	6090	2771
65	0	363	3185	6631	40	53	6268	6175	2875
69	0	394	3396	6668	71	5	6274	6198	3007
68	0	384	3373	6707	62	136	6323	6125	3125
7	0	39	303	6847	241	200	6808	6367	464
72	0	402	3507	6853	16	180	6451	6255	3285
74	0	409	3678	6905	137	38	6496	6321	3307
75	0	411	3763	6983	58	78	6572	6436	3430
77	0	424	3844	7020	68	12	6596	6516	3432
79	0	431	3912	7038	33	7	6607	6567	3488
78	0	430	3875	7079	78	56	6649	6515	3501
81	0	438	3929	7261	288	3	6823	6532	3494
90	0	493	4420	7342	67	16	6849	6766	3943
91	0	496	4477	7433	114	41	6937	6782	4022
89	0	492	4396	7565	156	237	7073	6680	4141
94	0	514	4589	7649	184	46	7135	6905	4121
95	0	519	4689	7791	143	50	7272	7079	4220
98	0	547	4905	7923	139	19	7376	7218	4377
100	0	552	4998	8041	56	34	7489	7399	4480
12	0	84	671	8122	163	112	8038	7763	699
16	0	111	805	8147	229	45	8036	7762	739
20	0	135	1059	8243	173	130	8108	7805	1054
28	0	190	1610	8291	56	313	8101	7732	1733
44	0	275	2295	8440	171	40	8165	7954	2060
45	0	276	2314	8497	102	82	8221	8037	2120
37	0	240	2062	8498	88	388	8258	7782	2210
54	0	307	2853	8508	37	154	8201	8010	2700
62	0	351	3105	8680	163	87	8329	8079	2841
66	0	368	3206	8686	49	140	8318	8129	2978
76	0	413	3784	8723	115	62	8310	8133	3433
85	0	464	4121	8729	32	230	8265	8003	3887
97	0	535	4841	8825	161	75	8290	8054	4381
52	0	294	2643	8862	216	115	8568	8237	2464
57	0	325	2937	8886	185	91	8561	8285	2703
50	0	291	2594	8967	219	385	8676	8072	2688
96	0	520	4690	8994	232	247	8474	7995	4417
18	0	120	926	9029	290	154	8909	8465	960
24	0	157	1288	9172	206	296	9015	8513	1427
87	0	481	4284	9205	201	116	8724	8407	3919
0	0	0	0	9205	22	0	9205	9183	0
