id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	0	10	11	109	32	0	99	67	1
15	0	101	186	295	5	0	194	189	85
10	0	78	109	324	13	0	246	233	31
5	0	11	39	552	14	33	541	494	61
58	0	331	654	663	9	0	332	323	323
60	0	340	701	702	1	0	362	361	361
64	0	360	802	803	1	0	443	442	442
70	0	399	1021	1024	3	0	625	622	622
42	0	263	413	1247	23	0	984	961	150
80	0	437	1295	1297	2	0	860	858	858
82	0	439	1355	1364	9	0	925	916	916
48	0	285	483	1681	6	22	1396	1368	220
17	0	115	198	2041	25	32	1926	1869	115
59	0	334	670	2085	22	81	1751	1648	417
6	0	31	60	2152	46	133	2121	1942	162
72	0	402	1083	2218	16	180	1816	1620	861
79	0	431	1273	2256	33	7	1825	1785	849
47	0	283	468	2340	30	7	2057	2020	192
51	0	292	509	2430	24	17	2138	2097	234
29	0	191	295	2505	34	18	2314	2262	122
55	0	316	552	2559	19	75	2243	2149	311
85	0	464	1445	2657	32	230	2193	1931	1211
54	0	307	536	2684	37	154	2377	2186	383
38	0	243	384	2723	62	7	2480	2411	148
66	0	368	863	2828	49	140	2460	2271	635
11	1	82	115	2841	38	0	2759	2721	33
35	1	230	351	2983	31	0	2753	2722	121
36	1	232	360	3022	41	0	2790	2749	128
39	1	248	399	3138	29	0	2890	2861	151
84	1	459	1420	3262	25	0	2803	2778	961
14	1	94	161	3357	46	0	3263	3217	67
92	1	509	1701	3360	23	0	2851	2828	1192
41	1	254	409	3531	48	4	3277	3225	159
13	1	90	156	3566	46	109	3476	3321	175
40	1	252	402	3758	57	7	3506	3442	157
61	1	342	702	3925	41	0	3583	3542	360
65	1	363	823	3944	40	53	3581	3488	513
9	1	65	94	4244	44	0	4179	4135	29
28	1	190	292	4306	56	313	4116	3747	415
83	1	449	1380	4431	52	0	3982	3930	931
2	1	3	3	4491	102	60	4488	4326	60
49	1	290	492	4546	69	0	4256	4187	202
56	2	318	574	4572	46	0	4254	4208	256
19	2	125	223	4667	57	0	4542	4485	98
1	2	0	0	4905	73	39	4905	4793	39
100	2	552	1976	5023	56	34	4471	4381	1458
34	2	203	340	5028	77	9	4825	4739	146
32	2	199	324	5075	58	25	4876	4793	150
68	2	384	943	5117	62	136	4733	4535	695
99	2	550	1936	5224	67	0	4674	4607	1386
43	2	267	430	5249	56	61	4982	4865	224
77	2	424	1215	5284	68	12	4860	4780	803
75	2	411	1154	5313	58	78	4902	4766	821
53	2	302	520	5376	83	28	5074	4963	246
33	2	200	331	5377	50	0	5177	5127	131
69	2	394	983	5411	71	5	5017	4941	594
71	2	400	1043	5417	51	0	5017	4966	643
90	2	493	1600	5427	67	16	4934	4851	1123
93	2	513	1737	5437	66	0	4924	4858	1224
67	3	378	903	5974	85	0	5596	5511	525
22	3	153	252	5980	73	105	5827	5649	204
23	3	156	263	6045	108	8	5889	5773	115
78	3	430	1247	6046	78	56	5616	5482	873
88	3	483	1553	6117	86	0	5634	5548	1070
27	3	186	290	6168	113	36	5982	5833	140
45	3	276	439	6487	102	82	6211	6027	245
76	3	413	1191	6590	115	62	6177	6000	840
37	3	240	368	6636	88	388	6396	5920	516
74	4	409	1140	6974	137	38	6565	6390	769
21	4	148	243	7079	120	13	6931	6798	108
91	5	496	1636	7562	114	41	7066	6911	1181
12	5	84	148	7563	163	112	7479	7204	176
44	5	275	437	7620	171	40	7345	7134	202
26	5	170	283	7684	134	59	7514	7321	172
3	5	8	8	7744	173	0	7736	7563	0
24	5	157	274	7747	206	296	7590	7088	413
87	5	481	1522	7843	201	116	7362	7045	1157
57	5	325	614	7907	185	91	7582	7306	380
46	6	282	459	8073	147	0	7791	7644	177
62	6	351	741	8101	163	87	7750	7500	477
98	6	547	1900	8114	139	19	7567	7409	1372
89	6	492	1560	8127	156	237	7635	7242	1305
94	6	514	1772	8162	184	46	7648	7418	1304
20	6	135	232	8251	173	130	8116	7813	227
73	6	405	1113	8297	161	0	7892	7731	708
86	6	468	1482	8372	146	0	7904	7758	1014
95	7	519	1809	8417	143	50	7898	7705	1340
63	7	359	762	8434	154	9	8075	7912	412
97	7	535	1860	8547	161	75	8012	7776	1400
25	8	161	276	8741	200	39	8580	8341	154
7	8	39	65	8749	241	200	8710	8269	226
8	8	60	84	8806	205	26	8746	8515	50
50	8	291	496	8840	219	385	8549	7945	590
16	8	111	191	8884	229	45	8773	8499	125
31	9	198	316	9007	210	4	8809	8595	122
96	9	520	1830	9009	232	247	8489	8010	1557
52	9	294	514	9056	216	115	8762	8431	335
81	11	438	1317	9115	288	3	8677	8386	882
30	11	193	307	9150	273	76	8957	8608	190
18	11	120	200	9192	290	154	9072	8628	234
0	0	0	0	9192	9	0	9192	9183	0
