id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
35	0	151	804	815	11	0	664	653	653
63	0	257	1418	1438	20	0	1181	1161	1161
36	0	153	815	2690	26	0	2537	2511	662
40	0	172	915	2762	24	0	2590	2566	743
10	0	25	200	3023	38	10	2998	2950	185
52	0	221	1178	3040	37	0	2819	2782	957
64	0	259	1438	3265	25	0	3006	2981	1179
17	0	49	360	3765	46	0	3716	3670	311
89	0	404	2050	3893	37	0	3489	3452	1646
100	0	459	2298	4135	22	0	3676	3654	1839
24	0	88	540	4244	49	0	4156	4107	452
32	0	120	720	4406	56	0	4286	4230	600
1	0	0	0	4508	86	0	4508	4422	0
67	0	292	1538	5093	45	0	4801	4756	1246
90	0	408	2070	5614	49	0	5206	5157	1662
91	0	423	2110	5644	50	0	5221	5171	1687
39	0	163	895	6196	71	0	6033	5962	732
44	0	186	1015	6295	79	0	6109	6030	829
69	0	310	1598	6810	75	0	6500	6425	1288
33	0	127	760	7774	86	30	7647	7531	663
53	0	225	1198	8077	93	0	7852	7759	973
15	0	46	320	8571	107	0	8525	8418	274
80	0	345	1839	8624	81	4	8279	8194	1498
83	0	359	1899	8670	67	15	8311	8229	1555
65	0	277	1478	9750	104	0	9473	9369	1201
12	0	32	240	9793	134	83	9761	9544	291
73	0	321	1679	9925	112	0	9604	9492	1358
93	0	425	2150	10259	104	0	9834	9730	1725
49	0	207	1108	10933	112	2	10726	10612	903
14	0	43	300	11323	131	1	11280	11148	258
76	0	330	1739	11402	129	30	11072	10913	1439
3	0	5	40	11696	159	12	11691	11520	47
97	0	447	2241	11718	119	8	11271	11144	1802
23	0	82	520	11848	136	12	11766	11618	450
5	0	7	80	11913	157	1	11906	11748	74
88	0	403	2030	12901	156	0	12498	12342	1627
99	0	454	2278	13012	141	0	12558	12417	1824
21	0	79	460	13062	170	21	12983	12792	402
4	0	6	60	13070	188	0	13064	12876	54
37	0	157	835	13290	168	3	13133	12962	681
79	0	342	1819	15088	187	0	14746	14559	1477
28	0	104	640	15462	201	14	15358	15143	550
43	0	184	995	15679	216	7	15495	15272	818
45	0	196	1035	15690	200	3	15494	15291	842
11	0	28	220	15954	224	0	15926	15702	192
41	0	174	935	16692	230	0	16518	16288	761
51	0	216	1148	16867	228	33	16651	16390	965
82	0	356	1879	17290	223	0	16934	16711	1523
86	0	399	1980	17386	226	23	16987	16738	1604
20	0	78	440	17541	255	0	17463	17208	362
34	0	147	800	18694	249	28	18547	18270	681
47	0	202	1084	18779	221	19	18577	18337	901
85	0	389	1960	19282	256	1	18893	18636	1572
84	0	387	1940	19307	239	65	18920	18616	1618
42	0	180	955	19621	290	0	19441	19151	775
57	0	235	1278	20655	312	2	20420	20106	1045
59	0	239	1318	20695	283	10	20456	20163	1089
96	0	443	2230	21138	294	3	20695	20398	1790
25	0	95	560	21188	324	16	21093	20753	481
46	0	199	1044	21356	325	0	21157	20832	845
9	0	24	180	21389	326	57	21365	20982	213
13	0	42	280	21621	352	27	21579	21200	265
74	0	322	1699	21683	310	2	21361	21049	1379
18	0	53	380	21785	333	3	21732	21396	330
6	0	10	100	22038	366	18	22028	21644	108
58	0	236	1298	22218	347	26	21982	21609	1088
94	0	427	2170	22517	335	25	22090	21730	1768
22	0	80	480	22593	358	2	22513	22153	402
29	0	107	660	22651	378	0	22544	22166	553
19	0	55	400	23158	377	8	23103	22718	353
92	0	424	2130	23167	341	28	22743	22374	1734
27	0	99	600	23232	391	10	23133	22732	511
55	0	229	1238	23399	383	12	23170	22775	1021
72	0	319	1658	23596	397	0	23277	22880	1339
78	0	341	1799	23640	378	13	23299	22908	1471
16	0	48	340	23645	389	9	23597	23199	301
50	0	209	1128	23880	415	0	23671	23256	919
68	0	298	1558	24013	411	0	23715	23304	1260
98	0	451	2258	24159	406	0	23708	23302	1807
77	0	340	1759	24508	416	12	24168	23740	1431
71	0	317	1638	24860	424	29	24543	24090	1350
95	0	433	2190	24905	427	3	24472	24042	1760
66	0	278	1498	25535	477	71	25257	24709	1291
75	0	323	1719	25552	481	4	25229	24744	1400
7	0	15	120	25668	536	0	25653	25117	105
60	0	240	1338	26064	522	13	25824	25289	1111
26	0	98	580	26484	524	70	26386	25792	552
30	0	114	680	26703	564	20	26589	26005	586
56	0	234	1258	26805	561	78	26571	25932	1102
54	0	227	1218	27008	595	15	26781	26171	1006
70	0	316	1618	27078	610	0	26762	26152	1302
2	0	2	20	27574	672	41	27572	26859	59
62	0	256	1398	27861	691	16	27605	26898	1158
38	0	162	875	28381	771	48	28219	27400	761
8	0	22	160	28411	790	31	28389	27568	169
87	0	402	2010	28469	784	25	28067	27258	1633
31	0	117	700	28639	853	6	28522	27663	589
48	0	204	1088	28717	865	44	28513	27604	928
81	0	352	1859	28937	950	59	28585	27576	1566
61	0	241	1378	28987	998	82	28746	27666	1219
0	0	0	0	28987	0	0	28987	28987	0
