id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
13	0	88	98	105	7	0	17	10	10
12	0	82	117	131	14	0	49	35	35
20	0	125	131	139	8	0	14	6	6
15	0	90	105	151	19	10	61	32	25
11	0	74	86	169	30	47	95	18	59
10	0	65	169	193	24	0	128	104	104
30	0	182	212	225	13	0	43	30	30
5	0	47	225	252	27	0	205	178	178
47	0	263	282	321	12	13	58	33	32
61	0	349	355	359	4	0	10	6	6
56	0	320	337	403	19	36	83	28	53
66	0	383	403	405	2	0	22	20	20
51	0	291	405	429	24	0	138	114	114
52	0	298	379	434	28	8	136	100	89
74	0	431	434	438	4	0	7	3	3
76	0	441	450	454	4	0	13	9	9
67	0	399	454	520	39	7	121	75	62
86	0	528	534	540	6	0	12	6	6
84	0	520	540	551	11	0	31	20	20
79	0	481	520	577	40	14	96	42	53
95	0	593	610	635	25	0	42	17	17
96	0	595	716	746	30	0	151	121	121
46	0	261	300	786	48	77	525	400	116
90	0	561	577	794	20	174	233	39	190
69	0	404	688	830	33	105	426	288	389
100	0	614	635	938	12	266	324	46	287
89	0	555	974	1010	36	0	455	419	419
38	0	224	830	1011	35	112	787	640	718
62	0	356	1011	1050	39	0	694	655	655
82	0	490	1050	1089	39	0	599	560	560
92	0	579	1121	1160	39	0	581	542	542
39	0	227	1161	1201	40	0	974	934	934
21	0	126	1241	1282	41	0	1156	1115	1115
49	0	281	1201	1294	52	21	1013	940	941
55	0	310	1294	1456	78	44	1146	1024	1028
1	0	0	0	1550	124	2	1550	1424	2
93	0	580	1456	1553	47	18	973	908	894
36	0	216	252	1648	76	46	1432	1310	82
27	0	169	1648	1697	49	0	1528	1479	1479
58	0	331	359	1747	68	14	1416	1334	42
57	0	325	1553	1759	59	118	1434	1257	1346
28	0	173	193	1861	74	136	1688	1478	156
77	0	455	1759	1906	95	21	1451	1335	1325
73	0	424	1335	1959	98	86	1535	1351	997
7	0	50	1959	2013	54	0	1963	1909	1909
37	0	218	2013	2133	66	16	1915	1833	1811
87	0	532	642	2243	82	20	1711	1609	130
70	0	413	438	2358	71	17	1945	1857	42
72	0	422	794	2418	91	107	1996	1798	479
35	0	210	2418	2550	69	14	2340	2257	2222
3	0	15	2550	2614	64	0	2599	2535	2535
88	0	546	864	2679	99	3	2133	2031	321
91	0	562	898	2817	147	187	2255	1921	523
9	0	58	2817	2887	70	0	2829	2759	2759
98	0	602	2887	2958	71	0	2356	2285	2285
29	0	177	2480	3179	138	62	3002	2802	2365
68	0	401	938	3295	183	176	2894	2535	713
97	0	600	607	3371	79	61	2771	2631	68
59	0	332	3203	3403	108	40	3071	2923	2911
53	0	302	2133	3557	132	221	3255	2902	2052
63	0	359	3403	3613	133	8	3254	3113	3052
83	0	498	2067	3769	204	59	3271	3008	1628
8	0	52	77	3859	96	98	3807	3613	123
33	0	204	3859	3942	83	0	3738	3655	3655
41	0	242	3769	4001	140	16	3759	3603	3543
14	0	89	4084	4168	84	0	4079	3995	3995
60	0	348	4001	4253	84	118	3905	3703	3771
78	0	471	4253	4337	84	0	3866	3782	3782
65	0	379	4511	4598	87	0	4219	4132	4132
43	0	250	4340	4650	103	176	4400	4121	4266
44	0	253	4425	4765	147	88	4512	4277	4260
31	0	187	4168	4950	270	82	4763	4411	4063
6	0	48	5041	5133	92	0	5085	4993	4993
64	0	378	5133	5230	97	0	4852	4755	4755
4	0	45	5433	5537	104	0	5492	5388	5388
81	0	485	5330	5675	153	37	5190	5000	4882
75	0	440	5675	5779	104	0	5339	5235	5235
54	0	303	5230	5915	215	239	5612	5158	5166
23	0	147	5779	6232	174	139	6085	5772	5771
80	0	482	5945	6235	143	50	5753	5560	5513
26	0	163	6056	6371	133	75	6208	6000	5968
94	0	585	6371	6487	116	0	5902	5786	5786
32	0	199	203	6612	222	148	6413	6043	152
42	0	245	6729	6846	117	0	6601	6484	6484
24	0	149	6612	7193	264	139	7044	6641	6602
45	0	258	280	7201	161	214	6943	6568	236
19	0	119	6492	7211	176	349	7092	6567	6722
85	0	522	580	7451	166	54	6929	6709	112
50	0	286	7211	7511	180	74	7225	6971	6999
22	0	130	7632	7754	122	0	7624	7502	7502
2	0	5	7511	8071	309	18	8066	7739	7524
48	0	278	321	8205	150	51	7927	7726	94
71	0	421	481	8342	220	122	7921	7579	182
16	0	102	8498	8674	176	0	8572	8396	8396
34	0	209	8342	8692	174	58	8483	8251	8191
99	0	613	8692	8874	182	0	8261	8079	8079
40	0	237	9061	9261	200	0	9024	8824	8824
17	0	107	112	9345	276	24	9238	8938	29
18	0	118	2744	9921	476	120	9803	9207	2746
25	0	157	7826	9968	435	20	9811	9356	7689
0	0	0	0	9968	0	0	9968	9968	0
